timestamp,open,high,low,close,volume,datetime
1577836800000,7180.46,7238.03,7175.62,7224.91,13.388693,2020-01-01 00:00:00
1577858400000,7222.42,7231.7,7181.17,7195.8,2.58043,2020-01-01 06:00:00
1577880000000,7193.32,7245.54,7193.32,7241.46,12.937444,2020-01-01 12:00:00
1577901600000,7236.4,7238.11,7181.54,7195.65,2.497316,2020-01-01 18:00:00
1577923200000,7191.39,7210.05,7119.2,7145.0,35.189739,2020-01-02 00:00:00
1577944800000,7138.53,7163.76,7108.11,7160.41,10.902843,2020-01-02 06:00:00
1577966400000,7152.01,7161.71,6934.29,6968.69,15.85213,2020-01-02 12:00:00
1577988000000,6963.32,6985.45,6952.93,6961.8,5.059695,2020-01-02 18:00:00
1578009600000,6958.14,7274.0,6877.78,7205.36,38.918498,2020-01-03 00:00:00
1578031200000,7208.72,7360.63,7194.66,7340.16,26.421026,2020-01-03 06:00:00
1578052800000,7342.56,7404.24,7250.0,7356.77,24.893752,2020-01-03 12:00:00
1578074400000,7361.88,7371.53,7263.82,7345.65,12.38811,2020-01-03 18:00:00
1578096000000,7344.55,7369.32,7287.38,7347.9,8.171204,2020-01-04 00:00:00
1578117600000,7347.14,7371.22,7312.07,7333.82,7.695022,2020-01-04 06:00:00
1578139200000,7335.34,7346.35,7297.3,7343.93,6.219075,2020-01-04 12:00:00
1578160800000,7351.19,7403.98,7282.25,7349.45,10.186071,2020-01-04 18:00:00
1578182400000,7363.88,7489.84,7363.88,7463.68,25.317909,2020-01-05 00:00:00
1578204000000,7471.3,7472.99,7404.08,7437.4,4.610972,2020-01-05 06:00:00
1578225600000,7444.06,7474.27,7425.17,7466.55,26.279718,2020-01-05 12:00:00
1578247200000,7466.76,7466.76,7332.96,7364.19,11.039039,2020-01-05 18:00:00
1578268800000,7359.4,7581.78,7352.92,7526.72,39.863453,2020-01-06 00:00:00
1578290400000,7535.46,7577.8,7512.33,7537.78,8.185376,2020-01-06 06:00:00
1578312000000,7551.48,7607.12,7494.67,7554.41,62.69066,2020-01-06 12:00:00
1578333600000,7546.88,7796.86,7528.32,7777.53,31.572186,2020-01-06 18:00:00
1578355200000,7785.53,8007.89,7785.53,7872.86,61.408216,2020-01-07 00:00:00
1578376800000,7876.46,7962.13,7857.86,7914.07,18.276329,2020-01-07 06:00:00
1578398400000,7891.71,7950.16,7735.68,7928.83,83.945208,2020-01-07 12:00:00
1578420000000,7946.81,8198.98,7930.01,8174.34,79.266313,2020-01-07 18:00:00
1578441600000,8174.37,8456.12,8174.37,8333.23,85.864465,2020-01-08 00:00:00
1578463200000,8322.04,8365.43,8266.93,8347.2,15.58225,2020-01-08 06:00:00
1578484800000,8339.26,8412.57,8026.04,8081.06,47.548091,2020-01-08 12:00:00
1578506400000,8069.3,8121.0,7890.0,8051.97,37.167382,2020-01-08 18:00:00
1578528000000,8036.44,8036.44,7925.87,7945.16,24.444039,2020-01-09 00:00:00
1578549600000,7944.82,7968.74,7860.44,7878.53,12.266898,2020-01-09 06:00:00
1578571200000,7880.4,7940.65,7780.79,7788.04,48.704514,2020-01-09 12:00:00
1578592800000,7792.77,7994.86,7753.44,7824.32,30.755887,2020-01-09 18:00:00
1578614400000,7813.16,7850.0,7749.44,7749.44,11.389615,2020-01-10 00:00:00
1578636000000,7746.47,7847.6,7684.66,7838.76,49.931868,2020-01-10 06:00:00
1578657600000,7846.91,8140.31,7821.03,7969.04,45.228763,2020-01-10 12:00:00
1578679200000,7971.73,8195.0,7971.73,8195.0,82.452783,2020-01-10 18:00:00
1578700800000,8195.0,8251.43,8049.34,8085.7,21.077098,2020-01-11 00:00:00
1578722400000,8081.69,8141.37,8023.07,8044.52,21.605429,2020-01-11 06:00:00
1578744000000,8037.68,8203.79,8027.22,8168.28,14.461642,2020-01-11 12:00:00
1578765600000,8158.63,8290.0,8010.01,8026.42,22.550148,2020-01-11 18:00:00
1578787200000,8010.01,8107.6,7968.79,8104.93,13.80283,2020-01-12 00:00:00
1578808800000,8110.99,8165.13,8084.53,8118.42,4.881458,2020-01-12 06:00:00
1578830400000,8118.32,8192.05,8076.64,8102.3,13.740638,2020-01-12 12:00:00
1578852000000,8114.45,8185.42,8094.96,8185.42,14.27808,2020-01-12 18:00:00
1578873600000,8186.81,8186.81,8084.0,8091.86,20.785823,2020-01-13 00:00:00
1578895200000,8097.24,8126.65,8059.34,8074.21,7.459704,2020-01-13 06:00:00
1578916800000,8075.85,8126.94,8061.15,8095.8,10.297575,2020-01-13 12:00:00
1578938400000,8088.02,8162.52,8088.02,8102.27,32.483422,2020-01-13 18:00:00
1578960000000,8110.96,8577.67,8110.96,8471.21,136.801301,2020-01-14 00:00:00
1578981600000,8478.84,8552.39,8466.96,8526.47,18.298919,2020-01-14 06:00:00
1579003200000,8523.86,8811.61,8481.52,8777.53,133.80364,2020-01-14 12:00:00
1579024800000,8793.58,8891.18,8675.37,8847.12,62.617476,2020-01-14 18:00:00
1579046400000,8808.88,8904.36,8579.47,8615.36,62.030188,2020-01-15 00:00:00
1579068000000,8613.14,8805.5,8613.14,8723.58,15.947848,2020-01-15 06:00:00
1579089600000,8723.36,8911.21,8687.9,8795.0,36.862207,2020-01-15 12:00:00
1579111200000,8781.3,8870.53,8722.08,8817.79,31.784052,2020-01-15 18:00:00
1579132800000,8836.69,8857.99,8595.65,8713.73,41.057565,2020-01-16 00:00:00
1579154400000,8704.59,8720.15,8610.75,8720.15,22.507179,2020-01-16 06:00:00
1579176000000,8716.18,8776.0,8625.93,8681.81,18.779752,2020-01-16 12:00:00
1579197600000,8679.32,8751.34,8658.14,8730.0,12.852157,2020-01-16 18:00:00
1579219200000,8729.99,8898.53,8673.1,8891.84,19.676669,2020-01-17 00:00:00
1579240800000,8894.22,9022.5,8851.59,8901.92,27.671253,2020-01-17 06:00:00
1579262400000,8894.3,8921.38,8772.03,8876.85,15.024613,2020-01-17 12:00:00
1579284000000,8889.73,8962.76,8806.22,8915.59,14.949977,2020-01-17 18:00:00
1579305600000,8905.0,8988.76,8818.39,8836.95,24.242724,2020-01-18 00:00:00
1579327200000,8836.35,8909.67,8805.36,8860.23,3.889389,2020-01-18 06:00:00
1579348800000,8886.35,8961.4,8848.9,8904.16,7.565987,2020-01-18 12:00:00
1579370400000,8907.73,8959.11,8875.45,8917.29,15.406527,2020-01-18 18:00:00
1579392000000,8913.69,9200.0,8887.96,9119.18,90.114947,2020-01-19 00:00:00
1579413600000,9132.2,9146.52,8557.09,8683.66,29.661702,2020-01-19 06:00:00
1579435200000,8673.4,8674.5,8567.68,8661.82,64.767258,2020-01-19 12:00:00
1579456800000,8658.52,8760.02,8493.57,8718.51,32.89299,2020-01-19 18:00:00
1579478400000,8725.94,8730.34,8644.69,8672.21,9.460505,2020-01-20 00:00:00
1579500000000,8680.71,8689.56,8603.35,8627.2,5.792131,2020-01-20 06:00:00
1579521600000,8614.65,8699.38,8530.0,8646.24,16.311,2020-01-20 12:00:00
1579543200000,8650.18,8741.97,8619.15,8644.33,12.622877,2020-01-20 18:00:00
1579564800000,8650.15,8688.61,8625.49,8666.13,3.302644,2020-01-21 00:00:00
1579586400000,8652.45,8679.97,8614.04,8650.96,13.677874,2020-01-21 06:00:00
1579608000000,8643.68,8670.24,8624.7,8651.37,3.382869,2020-01-21 12:00:00
1579629600000,8634.1,8778.28,8503.31,8754.88,49.224701,2020-01-21 18:00:00
1579651200000,8737.02,8753.29,8703.97,8729.45,4.773333,2020-01-22 00:00:00
1579672800000,8726.28,8819.92,8638.19,8667.36,15.582477,2020-01-22 06:00:00
1579694400000,8657.03,8700.24,8605.64,8676.71,11.225576,2020-01-22 12:00:00
1579716000000,8678.97,8678.97,8648.4,8670.36,6.289786,2020-01-22 18:00:00
1579737600000,8671.0,8671.0,8503.53,8561.98,11.909079,2020-01-23 00:00:00
1579759200000,8558.84,8616.25,8410.0,8423.86,24.763145,2020-01-23 06:00:00
1579780800000,8413.99,8480.39,8324.09,8324.09,17.474452,2020-01-23 12:00:00
1579802400000,8319.68,8446.23,8305.5,8414.87,10.413337,2020-01-23 18:00:00
1579824000000,8411.45,8412.81,8279.5,8323.81,13.696263,2020-01-24 00:00:00
1579845600000,8323.81,8416.09,8241.5,8410.77,19.476317,2020-01-24 06:00:00
